method,lambda1,lambda2,lambda3,rmse_dflow,mae_dflow,r2_dflow,rmse_dgap,mae_dgap,r2_dgap,joint_rmse_mean,joint_mae_mean,joint_r2_mean,collaboration_rmse,accuracy_dflow,accuracy_dgap,joint_pair_accuracy
full_joint_recommendation,1.0,1.0,1.0,0.2208630521496931,0.04878048780487805,0.6870229007633588,0.5100613704506707,0.2601626016260163,0.4070503163603495,0.36546221130018186,0.15447154471544716,0.5470366085618541,0.6131994782826057,0.9512195121951219,0.7398373983739838,0.6910569105691057
full_joint_recommendation,2.0,2.0,2.0,0.2208630521496931,0.04878048780487805,0.6870229007633588,0.5100613704506707,0.2601626016260163,0.4070503163603495,0.36546221130018186,0.15447154471544716,0.5470366085618541,0.6131994782826057,0.9512195121951219,0.7398373983739838,0.6910569105691057
full_joint_recommendation,4.0,4.0,4.0,0.2208630521496931,0.04878048780487805,0.6870229007633588,0.5100613704506707,0.2601626016260163,0.4070503163603495,0.36546221130018186,0.15447154471544716,0.5470366085618541,0.6131994782826057,0.9512195121951219,0.7398373983739838,0.6910569105691057
full_joint_recommendation,2.0,0.5,1.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.6246950475544243,0.3902439024390244,0.1105754745405243,0.376105195083546,0.2032520325203252,0.5031248873974886,0.5528643895707386,0.983739837398374,0.6097560975609756,0.6016260162601627
full_joint_recommendation,4.0,1.0,2.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.6246950475544243,0.3902439024390244,0.1105754745405243,0.376105195083546,0.2032520325203252,0.5031248873974886,0.5528643895707386,0.983739837398374,0.6097560975609756,0.6016260162601627
full_joint_recommendation,4.0,0.5,1.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.6311687442672026,0.3983739837398374,0.09204579692678516,0.37934204343993516,0.2073170731707317,0.49386004859061905,0.5487759300114674,0.983739837398374,0.6016260162601627,0.5934959349593496
full_joint_recommendation,0.5,0.5,1.0,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.5843487097907776,0.34146341463414637,0.2217535402229588,0.39298408471357776,0.1910569105691057,0.48046964542954557,0.5701501669849335,0.959349593495935,0.6585365853658537,0.6504065040650406
full_joint_recommendation,1.0,1.0,2.0,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.5843487097907776,0.34146341463414637,0.2217535402229588,0.39298408471357776,0.1910569105691057,0.48046964542954557,0.5701501669849335,0.959349593495935,0.6585365853658537,0.6504065040650406
full_joint_recommendation,2.0,2.0,4.0,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.5843487097907776,0.34146341463414637,0.2217535402229588,0.39298408471357776,0.1910569105691057,0.48046964542954557,0.5701501669849335,0.959349593495935,0.6585365853658537,0.6504065040650406
full_joint_recommendation,1.0,0.5,1.0,0.18033392693348646,0.032520325203252036,0.7913486005089059,0.6181535578949711,0.3821138211382114,0.12910515215426333,0.3992437424142288,0.20731707317073172,0.4602268763315846,0.5572693035925964,0.967479674796748,0.6178861788617886,0.6097560975609756
